"","mun_code","municipio","incidence 2007","incidence 2008","incidence 2009","incidence 2010","incidence 2011","incidence 2012","incidence 2013","incidence 2014","incidence 2015","incidence 2016","incidence 2017","incidence 2018","incidence 2019","incidence 2020","incidence 2021","incidence 2022","incidence 2023","incidence 2024"
"1675","270235","270235 CRAIBAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1676","270240","270240 DELMIRO GOUVEIA",2.24678709445493,2.08372403158926,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95255296299912,0,1.89361661837944
"1677","270250","270250 DOIS RIACHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1678","270255","270255 ESTRELA DE ALAGOAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1679","270260","270260 FEIRA GRANDE",0,4.58926112895824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1680","270270","270270 FELIZ DESERTO",0,0,0,0,0,22.3114680946006,0,0,0,0,0,0,0,0,0,0,0,0
"1681","270280","270280 FLEXEIRAS",0,0,0,8.11359026369168,0,8.07884957182097,0,0,0,0,0,0,15.6372165754496,0,0,0,0,0
"1682","270290","270290 GIRAU DO PONCIANO",0,0,0,2.73224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1683","270300","270300 IBATEGUARA",0,12.6542233470421,18.9131257092422,0,0,6.58761528326746,0,0,0,6.32031348754898,0,0,0,0,0,0,0,0
"1684","270310","270310 IGACI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1685","270320","270320 IGREJA NOVA",0,0,0,0,4.267303917385,0,0,4.08914332447352,0,0,0,0,0,0,0,9.4219625948085,0,0
"1686","270330","270330 INHAPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687","270340","270340 JACARE DOS HOMENS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688","270350","270350 JACUIPE",0,0,0,14.2918393597256,28.6820593718629,0,0,0,0,0,0,0,0,0,0,0,0,0
"1689","270360","270360 JAPARATINGA",0,0,0,25.7931390250193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690","270370","270370 JARAMATAIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1691","270375","270375 JEQUIA DA PRAIA",0,0,0,0,0,8.4125515268781,0,0,0,0,16.9750466813784,0,0,0,0,0,0,0
"1692","270380","270380 JOAQUIM GOMES",0,0,0,0,4.4019896993441,0,4.19938688951413,0,0,0,0,0,0,0,0,5.85480093676815,5.83090379008746,5.75175428505694
"1693","270390","270390 JUNDIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","270400","270400 JUNQUEIRO",0,0,3.95397572258906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1695","270410","270410 LAGOA DA CANOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1696","270420","270420 LIMOEIRO DE ANADIA",3.52547153181738,0,0,0,0,0,0,3.51629804142199,0,0,0,0,0,0,0,0,0,0
"1697","270430","270430 MACEIO",4.14323261382735,5.51862644634001,5.76730217352531,3.75235326154545,5.93780152898389,2.83199058520463,3.31081643730066,5.07301662457389,1.87418682486119,0.978752267034939,4.56696876679211,3.25963914806861,3.04235348614453,2.04806116876024,1.64793034489243,4.58015108252912,2.92301203863387,2.4133603629694
"1698","270440","270440 MAJOR ISIDORO",0,0,0,0,5.26482046962199,0,0,0,0,0,0,0,0,0,0,0,0,0
"1699","270450","270450 MARAGOGI",3.78071833648393,3.77073906485671,0,0,3.41530054644809,3.35638047929113,0,3.14980471210785,0,0,0,0,0,3.02736740130782,5.99682168450721,0,6.21619941567725,0
"1700","270460","270460 MARAVILHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1701","270470","270470 MARECHAL DEODORO",0,2.14753570278106,2.0998257144657,2.17500054375014,10.6942721478376,2.10508588750421,2.00589733817423,1.97972758948369,0,0,11.4810562571757,0,0,3.81825124093165,1.89221919467151,1.63460123902774,1.65645188007288,1.60408078150816
"1702","270480","270480 MARIBONDO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1703","270490","270490 MAR VERMELHO",0,0,0,0,0,0,0,0,27.6090557702927,0,27.9407655769768,0,0,0,0,0,0,0
"1704","270500","270500 MATA GRANDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62384981735793,0,0
"1705","270510","270510 MATRIZ DE CAMARAGIBE",3.77928949357521,0,0,0,4.20733759676876,4.21052631578947,0,0,0,0,0,0,4.05811216622027,0,0,0,4.19164186611896,0
"1706","270520","270520 MESSIAS",0,6.43210908857014,0,6.37673766101263,0,0,0,0,0,0,0,0,5.60035842293907,0,0,0,0,0
"1707","270530","270530 MINADOR DO NEGRAO",0,0,0,0,19.0005700171005,0,0,0,0,0,0,0,0,0,0,0,0,0
"1708","270540","270540 MONTEIROPOLIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1709","270550","270550 MURICI",0,3.74097489805843,0,7.48783227255709,0,0,0,7.09194709407468,0,0,6.99814549144477,7.10807833102321,0,0,3.51765864640495,31.7195987470758,23.8218128399571,3.85609069525315
"1710","270560","270560 NOVO LINO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1711","270570","270570 OLHO D'AGUA DAS FLORES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712","270580","270580 OLHO D'AGUA DO CASADO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1713","270590","270590 OLHO D'AGUA GRANDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1714","270600","270600 OLIVENCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1715","270610","270610 OURO BRANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716","270620","270620 PALESTINA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717","270630","270630 PALMEIRA DOS INDIOS",1.42918393597256,2.77000637101465,1.37809382062731,0,0,0,1.35995212968503,0,0,0,0,0,0,0,1.36143331699613,1.45912977500219,0,0
"1718","270640","270640 PAO DE ACUCAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1719","270642","270642 PARICONHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1720","270644","270644 PARIPUEIRA",0,9.97307270370001,0,0,0,0,0,0,0,0,0,7.68285187461586,0,0,7.41619697419164,0,0,0
"1721","270650","270650 PASSO DE CAMARAGIBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1722","270660","270660 PAULO JACINTO",0,0,0,0,0,0,13.0123617436565,0,13.0174433741213,0,0,0,0,0,0,15.220700152207,0,0
"1723","270670","270670 PENEDO",0,1.64609053497942,0,3.31246480506145,4.94739272403443,3.28461159467893,0,0,0,1.55540347166055,0,3.14881289753763,1.57027778213966,0,0,0,0,1.66143315223712
"1724","270680","270680 PIACABUCU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1725","270690","270690 PILAR",0,18.435445216002,6.12501148439653,3.00255216934394,11.952072190516,0,0,8.53412226552499,8.49978750531237,2.82262617138986,2.81278127812781,2.85648994515539,14.24055139415,2.83994092922867,2.83205890682526,5.64445573335591,2.82725473565168,2.73980109044083
"1726","270700","270700 PINDOBA",0,0,0,0,0,0,0,0,0,0,0,0,34.3878954607978,0,0,0,0,0
"1727","270710","270710 PIRANHAS",0,0,0,0,0,0,8.14464896562958,0,0,0,0,0,0,0,0,0,0,0
"1728","270720","270720 POCO DAS TRINCHEIRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1729","270730","270730 PORTO CALVO",0,0,0,0,3.86951979259374,0,0,0,3.66461448255644,0,3.63623140976692,3.69289855607666,3.68120743603902,0,0,8.43597098025983,0,0
"1730","270740","270740 PORTO DE PEDRAS",9.29281665272744,0,9.39584703561026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1731","270750","270750 PORTO REAL DO COLEGIO",0,0,0,0,0,0,0,4.96573641871089,0,0,0,0,4.98355427090601,0,0,0,0,0
"1732","270760","270760 QUEBRANGULO",0,0,0,8.71080139372822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1733","270770","270770 RIO LARGO",0,1.48458260959931,4.42510509624604,1.46025904995546,2.90338970748349,2.90056851142824,0,1.32860350485605,1.32196443915659,0,0,0,0,3.97909647982598,1.32166741561154,0,2.12931319003056,0
"1734","270780","270780 ROTEIRO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1735","270790","270790 SANTA LUZIA DO NORTE",0,13.3904659882164,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3967751223726,0,0
"1736","270800","270800 SANTANA DO IPANEMA",2.17028018317165,0,0,0,0,0,2.11184321675959,0,2.09117524048515,0,0,0,0,0,0,0,0,0
"1737","270810","270810 SANTANA DO MUNDAU",0,0,0,9.12325517744731,0,0,8.9814981138854,0,0,0,9.1751536838242,0,0,0,0,0,35.3263269451559,0
"1738","270820","270820 SAO BRAS",0,0,14.1823854772373,14.8853825543316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1739","270830","270830 SAO JOSE DA LAJE",0,4.35900788980428,0,4.40800493696553,0,0,0,0,0,0,0,0,4.17937894428888,0,0,4.82113585960852,0,0
"1740","270840","270840 SAO JOSE DA TAPERA",0,0,0,0,0,0,3.1380424890953,0,0,0,0,0,0,0,0,0,3.26754672591818,0
"1741","270850","270850 SAO LUIS DO QUITUNDE",0,0,0,0,0,3.04451074712294,2.92064604690558,0,0,0,0,2.90570971959901,0,0,2.87150035893754,0,0,0
"1742","270860","270860 SAO MIGUEL DOS CAMPOS",0,0,1.84965966262208,0,0,0,0,0,0,0,0,0,1.63262640609949,0,0,0,0,1.87297484594782
"1743","270870","270870 SAO MIGUEL DOS MILAGRES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1744","270880","270880 SAO SEBASTIAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1745","270890","270890 SATUBA",0,0,6.76635766966642,6.84790796411696,0,0,0,0,0,0,7.16897268621407,0,0,0,0,0,0,0
"1746","270895","270895 SENADOR RUI PALMEIRA",0,7.68344218209758,0,7.6645972254158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1747","270900","270900 TANQUE D'ARCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1748","270910","270910 TAQUARANA",0,5.34902380315592,0,0,0,0,0,0,0,0,0,0,5.00500500500501,0,0,0,0,0
"1749","270915","270915 TEOTONIO VILELA",0,0,2.38475663558534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1750","270920","270920 TRAIPU",0,0,0,0,0,0,3.63795110593714,0,0,0,0,0,0,0,0,0,0,0
"1751","270930","270930 UNIAO DOS PALMARES",0,0,1.59426066161817,8.01821738990987,0,0,3.05366821894801,3.04117754394502,3.02952269869882,0,1.5042796756773,3.05525427353692,9.14480803523799,1.51998784009728,1.51600139472128,16.922478127697,1.68690958164642,0
"1752","270940","270940 VICOSA",0,0,0,0,0,0,7.6077446840884,3.80966893976913,3.81504654356783,0,0,0,0,0,0,0,4.17153345569831,0
"1753","280010","280010 AMPARO DE SAO FRANCISCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1754","280020","280020 AQUIDABA",0,5.06021657726951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1755","280030","280030 ARACAJU",5.66526858256934,5.02994681296981,4.04382774029068,5.07748415912485,4.31359489822504,2.21200916792723,1.62713541183611,2.40474793432152,1.89650158673966,1.40291150901838,1.99967389933334,1.54097688688767,0.913223939252343,1.05277722632304,0.892042092492871,3.13889269777915,2.15675637114127,1.90824824401406
"1756","280040","280040 ARAUA",0,0,0,9.19286633572348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1757","280050","280050 AREIA BRANCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.061335103147,0
"1758","280060","280060 BARRA DOS COQUEIROS",0,0,5.00150045013504,12.011531069827,7.83484154032985,3.83744579607813,0,0,0,0,0,0,3.28871641398362,0,0,2.40130631063298,4.81800004818,0
"1759","280067","280067 BOQUIM",0,0,0,0,0,0,3.76945983640544,3.75375375375375,0,0,0,0,0,0,0,0,0,0
"1760","280070","280070 BREJO GRANDE",0,12.4984376952881,0,25.8331180573495,0,0,0,0,12.1684108055488,12.0904364647564,0,0,0,0,0,12.758356723654,0,0
"1761","280100","280100 CAMPO DO BRITO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1762","280110","280110 CANHOBA",0,0,0,25.2780586450961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1763","280120","280120 CANINDE DE SAO FRANCISCO",0,0,0,0,0,0,0,0,0,3.46836847946726,0,0,0,0,0,0,0,0
"1764","280130","280130 CAPELA",0,3.47753512310474,0,6.50173921524008,0,3.18451054072989,6.1225739300802,0,2.99634445975909,0,0,0,0,0,0,0,0,0
"1765","280140","280140 CARIRA",0,0,0,0,0,0,0,4.69505610592047,0,0,0,4.60320382986559,0,0,0,0,0,0
"1766","280150","280150 CARMOPOLIS",0,0,0,0,7.23484300390682,0,0,0,0,0,6.14439324116743,0,0,0,0,0,0,0
"1767","280160","280160 CEDRO DE SAO JOAO",0,0,0,0,0,0,0,34.0831629175187,0,0,0,0,0,0,0,0,0,0
"1768","280170","280170 CRISTINAPOLIS",0,0,0,0,0,0,0,5.6414306668171,0,0,0,5.49752611324904,0,0,0,0,0,0
"1769","280190","280190 CUMBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1770","280200","280200 DIVINA PASTORA",52.8122524425667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1771","280210","280210 ESTANCIA",1.57803376992268,1.58212827896086,0,0,0,0,0,0,0,0,1.44345968417102,0,0,0,0,1.54390081981134,0,0
"1772","280220","280220 FEIRA NOVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1773","280230","280230 FREI PAULO",0,0,15.3080750095675,0,0,0,0,0,0,0,0,0,6.48466377018352,0,0,0,0,0
"1774","280240","280240 GARARU",0,0,0,0,0,8.76270592358921,0,0,0,0,0,0,0,0,0,0,0,0
"1775","280250","280250 GENERAL MAYNARD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1776","280260","280260 GRACHO CARDOSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1777","280270","280270 ILHA DAS FLORES",0,0,0,0,0,0,0,0,23.263929277655,0,0,0,0,0,0,0,0,0
"1778","280280","280280 INDIAROBA",0,0,0,0,0,0,0,0,0,0,5.61482313307131,0,0,0,0,0,0,5.9000531004779
"1779","280290","280290 ITABAIANA",1.14938565336827,2.33304170312044,0,2.29972288339255,1.1396401016559,0,0,1.07837639649743,1.06869576368999,1.05940059114553,0,1.05601081355073,1.04792144780827,1.04012814378731,0,0.965064659332175,1.93348801237432,0.922441148254741
"1780","280300","280300 ITABAIANINHA",0,0,0,0,0,0,0,0,2.41522558206937,0,0,0,2.38504102270559,0,0,0,0,0
"1781","280310","280310 ITABI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1782","280320","280320 ITAPORANGA D'AJUDA",3.3479527269075,3.44708721130645,10.2218133496882,3.28741904730596,0,0,3.07730182176268,3.03849776670414,0,0,0,0,0,0,0,5.81158830708433,0,2.78838914758944
"1783","280330","280330 JAPARATUBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16941205503116,0
"1784","280340","280340 JAPOATA",0,0,14.2582162971412,0,0,0,0,0,7.55001887504719,0,0,0,0,0,0,0,0,0
"1785","280350","280350 LAGARTO",1.07694792956761,2.18112022334671,1.0815370804988,1.05417400196076,2.0888601090385,0,0,0.987118108681704,0,0,0,0,0,0,0,0,0.98445544846868,0.947346482502511
"1786","280360","280360 LARANJEIRAS",43.6474739024479,4.0607488020791,12.1369042802816,11.1515872425842,3.67958199948486,0,0,6.93601525923357,0,3.39927935277721,16.8350168350168,0,0,6.64893617021277,0,8.33229179685873,4.17101147028154,8.27472072817542
"1787","280370","280370 MACAMBIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1788","280380","280380 MALHADA DOS BOIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1789","280390","280390 MALHADOR",0,0,0,0,0,0,0,0,0,0,0,7.9484937604324,7.92518624187668,0,0,8.67152271938953,0,8.52660300136426
"1790","280400","280400 MARUIM",31.0385498789497,64.1724956683565,6.42260757867694,12.2376552652512,0,12.1373953149654,0,0,11.6611276310419,0,0,0,11.6191250798815,0,5.77100646352724,19.00779319521,6.36172784528278,12.5195618153365
"1791","280410","280410 MOITA BONITA",0,0,0,0,0,0,8.81057268722467,0,0,0,0,0,0,0,0,0,0,0
"1792","280420","280420 MONTE ALEGRE DE SERGIPE",0,0,0,7.33837234901299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1793","280430","280430 MURIBECA",0,0,0,0,0,0,0,0,0,0,0,13.1406044678055,0,0,0,0,0,0
"1794","280440","280440 NEOPOLIS",0,0,0,16.210958608019,5.40540540540541,0,0,5.273983439692,10.5496360375567,0,0,0,0,0,0,0,6.08790941190795,0
"1795","280445","280445 NOSSA SENHORA APARECIDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1796","280450","280450 NOSSA SENHORA DA GLORIA",3.35232986925914,0,0,0,3.03711352730365,0,0,0,0,0,0,0,0,0,0,0,0,0
"1797","280460","280460 NOSSA SENHORA DAS DORES",8.19571364176536,0,0,0,0,8.0189246622028,0,0,0,0,0,0,3.75530436741898,0,0,0,0,0
"1798","280470","280470 NOSSA SENHORA DE LOURDES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1799","280480","280480 NOSSA SENHORA DO SOCORRO",6.981065203149,7.17767352025735,9.01283685477745,7.46143371448824,4.90656068495587,4.8427909003959,4.63641790352773,5.14362133802736,5.07488271382172,3.3396229565682,3.84767600369377,2.75477540316138,1.63373777419566,2.69242781601025,2.66335700169922,3.63872644574399,4.15951749597047,2.96369473944184
"1800","280490","280490 PACATUBA",8.64154856550294,0,0,7.61208799573723,0,0,7.19631548647093,0,0,0,0,0,0,0,0,0,0,0
"1801","280500","280500 PEDRA MOLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1802","280510","280510 PEDRINHAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1803","280520","280520 PINHAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1804","280530","280530 PIRAMBU",21.4822771213749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1805","280540","280540 POCO REDONDO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87993548944504
"1806","280550","280550 POCO VERDE",0,4.60383960222826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1807","280560","280560 PORTO DA FOLHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76279349789284,0
"1808","280570","280570 PROPRIA",0,7.03309069170447,0,3.51481494499315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1809","280580","280580 RIACHAO DO DANTAS",0,0,0,0,5.15437348590279,0,0,0,0,0,0,0,0,0,0,0,0,5.38242101297163
"1810","280590","280590 RIACHUELO",0,10.673497705198,10.5607772732073,42.7578834847675,0,21.0327058576086,10.1389029706986,10.0512614333099,0,9.88533017002768,0,0,29.3743268383433,0,0,11.4364135407136,11.4311842706904,11.2676056338028
"1811","280600","280600 RIBEIROPOLIS",0,6.19693871227614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1812","280610","280610 ROSARIO DO CATETE",11.9817876827223,0,0,0,0,10.481081647626,0,9.81257972721028,0,9.49397132820659,0,0,27.6370336250576,0,0,0,0,0
"1813","280620","280620 SALGADO",0,0,0,0,0,0,0,0,0,0,0,0,5.000500050005,0,0,0,0,0
"1814","280630","280630 SANTA LUZIA DO ITANHY",0,7.44601638123604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1815","280640","280640 SANTANA DO SAO FRANCISCO",15.6445556946183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1816","280650","280650 SANTA ROSA DE LIMA",0,50.4795557799091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1817","280660","280660 SANTO AMARO DAS BROTAS",18.6758801008498,8.32431532506451,0,0,8.72067672451382,0,25.2122027061098,0,0,0,16.4663263625885,0,0,0,0,0,0,0
"1818","280670","280670 SAO CRISTOVAO",6.31416772955157,6.73954359810754,2.66300946699866,5.0720227226618,3.75206363499925,4.93760106652183,5.90876861262113,6.99186612906985,5.74851400912864,0,3.36202259279182,1.12325474294315,2.2204458655298,2.19555838538636,1.08589423390162,3.13479623824451,4.18357528343723,0.996412913511359
"1819","280680","280680 SAO DOMINGOS",0,0,0,0,0,9.59324635456639,0,0,0,0,0,9.03750564844103,0,0,0,0,0,0
"1820","280690","280690 SAO FRANCISCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1821","280700","280700 SAO MIGUEL DO ALEIXO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1822","280710","280710 SIMAO DIAS",2.45446958912179,0,0,0,2.57420135402991,0,0,0,0,0,0,2.46998962604357,2.47011164904654,0,0,0,0,0
"1823","280720","280720 SIRIRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1824","280730","280730 TELHA",66.4231152441049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1825","280740","280740 TOBIAS BARRETO",2.08637596494888,4.10399523936552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1826","280750","280750 TOMAR DO GERU",0,0,0,0,15.5557283969822,0,0,0,0,0,0,0,0,0,0,0,0,8.23384108686702
"1827","280760","280760 UMBAUBA",0,0,4.67377079828005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1828","290010","290010 ABAIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5194102061974,0,0,0
"1829","290020","290020 ABARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1830","290030","290030 ACAJUTIBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1831","290035","290035 ADUSTINA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87096330905593
"1832","290040","290040 AGUA FRIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1833","290050","290050 ERICO CARDOSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1834","290060","290060 AIQUARA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1835","290070","290070 ALAGOINHAS",0,0,0.725652543049337,0.70447836899168,2.79974802267796,0,0,0,0,0,0,0,0,0.65648243581243,0,0,0,0
"1836","290080","290080 ALCOBACA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1837","290090","290090 ALMADINA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1838","290100","290100 AMARGOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1839","290110","290110 AMELIA RODRIGUES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02446877012234
"1840","290115","290115 AMERICA DOURADA",0,0,0,0,0,0,0,0,0,0,0,0,6.21349571268796,0,0,0,0,0
"1841","290120","290120 ANAGE",0,0,0,0,3.99217533634077,0,0,0,0,0,0,0,0,0,0,0,0,0
"1842","290130","290130 ANDARAI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1843","290135","290135 ANDORINHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1844","290140","290140 ANGICAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1845","290150","290150 ANGUERA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1846","290160","290160 ANTAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1847","290170","290170 ANTONIO CARDOSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87468938587149,0,0
"1848","290180","290180 ANTONIO GONCALVES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1849","290190","290190 APORA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1850","290195","290195 APUAREMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4927536231884,0,0
"1851","290200","290200 ARACATU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1852","290205","290205 ARACAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1853","290210","290210 ARACI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1854","290220","290220 ARAMARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1855","290225","290225 ARATACA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1856","290230","290230 ARATUIPE",0,0,11.3263110205006,0,11.6063138347261,0,0,0,0,0,0,0,0,0,0,9.9940035978413,0,0
"1857","290240","290240 AURELINO LEAL",0,0,0,0,0,0,0,7.51823171190136,0,0,0,0,0,0,0,0,0,0
"1858","290250","290250 BAIANOPOLIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1859","290260","290260 BAIXA GRANDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1860","290265","290265 BANZAE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1861","290270","290270 BARRA",0,2.01187003319586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1862","290280","290280 BARRA DA ESTIVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1863","290290","290290 BARRA DO CHOCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1864","290300","290300 BARRA DO MENDES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1865","290310","290310 BARRA DO ROCHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1866","290320","290320 BARREIRAS",0,0,0,0,0,0,0,0,0,0,0,0,0.643339187719942,0,0,0,0,0
"1867","290323","290323 BARRO ALTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1868","290327","290327 BARROCAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1869","290330","290330 BARRO PRETO",0,0,15.5957579538366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1870","290340","290340 BELMONTE",5.46239143497023,4.47707736389685,0,0,0,0,0,0,0,0,0,4.30774532609632,0,0,0,4.86263068319961,4.96993191193281,9.72431565128604
"1871","290350","290350 BELO CAMPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1872","290360","290360 BIRITINGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1873","290370","290370 BOA NOVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
