"","mun_code","municipio","incidence 2007","incidence 2008","incidence 2009","incidence 2010","incidence 2011","incidence 2012","incidence 2013","incidence 2014","incidence 2015","incidence 2016","incidence 2017","incidence 2018","incidence 2019","incidence 2020","incidence 2021","incidence 2022","incidence 2023","incidence 2024"
"124","130360","130360 SANTA ISABEL DO RIO NEGRO",0,0,0,0,0,0,4.76508148289336,0,0,0,0,0,0,0,0,0,0,0
"125","130370","130370 SANTO ANTONIO DO ICA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54195445046577,0,0
"126","130380","130380 SAO GABRIEL DA CACHOEIRA",2.81088374184844,0,0,0,2.59693042823383,0,0,2.3617212224269,0,0,0,0,0,0,0,0,0,3.54572208630288
"127","130390","130390 SAO PAULO DE OLIVENCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","130395","130395 SAO SEBASTIAO DO UATUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","130400","130400 SILVES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","130406","130406 TABATINGA",0,0,0,1.91307009488828,0,0,0,1.67549091883922,1.63859212164908,0,1.57146224561955,1.55067609477732,0,2.97698788365931,1.45981139236811,2.99235453416521,1.4978131927386,0
"131","130410","130410 TAPAUA",0,0,0,0,0,0,0,0,16.5271044513001,0,0,0,0,0,0,0,5.10230113781315,0
"132","130420","130420 TEFE",0,0,0,0,0,1.63934426229508,3.1804086825157,1.59586352175162,0,0,3.22471420970316,0,3.34174338752527,1.6793457269048,0,1.34876318416013,0,2.52276798102878
"133","130423","130423 TONANTINS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","130426","130426 UARINI",0,0,9.8941327792619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","130430","130430 URUCARA",0,0,0,0,0,0,0,5.79240037071362,0,5.85994726047466,0,0,0,0,0,0,0,0
"136","130440","130440 URUCURITUBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","140002","140002 AMAJARI",0,0,0,0,0,10.0644122383253,0,0,0,0,0,0,0,0,0,0,0,6.41724956683565
"138","140005","140005 ALTO ALEGRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","140010","140010 BOA VISTA",0.388996078919525,0,0,0,0,0.336746823635586,0.323628784838639,1.2702445220705,0.311804286685333,0,0.602373351002952,0.532801952186353,0.500985689343784,0.238292680602023,0,0.490007521615457,0.241846156822722,0.212689479740264
"140","140015","140015 BONFIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","140017","140017 CANTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","140020","140020 CARACARAI",0,5.32226302623876,5.19831574569839,0,0,5.2578999947421,10.1543460601137,0,0,0,0,0,0,0,4.41793682350342,4.81231953801732,0,4.45573229960344
"143","140023","140023 CAROEBE",16.8634064080944,0,0,0,0,0,11.3301608882846,0,0,0,0,0,0,0,0,0,0,0
"144","140028","140028 IRACEMA",0,0,0,11.4995400183993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","140030","140030 MUCAJAI",0,0,7.58092638920476,0,0,0,0,0,0,0,0,0,0,5.50297160466652,16.2320095227789,11.7247039512252,5.52638850511191,0
"146","140040","140040 NORMANDIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","140045","140045 PACARAIMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","140047","140047 RORAINOPOLIS",0,3.88893209924555,0,0,0,0,3.79852617184532,0,0,0,0,0,0,0,0,3.34090605372177,0,0
"149","140050","140050 SAO JOAO DA BALIZA",0,16.8208578637511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","140060","140060 SAO LUIZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","140070","140070 UIRAMUTA",0,0,0,11.9402985074627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","150010","150010 ABAETETUBA",1.47648331204737,6.52150284409985,2.86075967473163,4.96102055279943,2.10106103582309,1.3848976906831,2.03711625822486,0,0,2.63272210301842,3.91185291433042,5.1186241138382,3.17061725576735,1.88584360070405,2.49315939391295,6.96017514331633,4.42511442081574,2.33919496605243
"153","150013","150013 ABEL FIGUEIREDO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","150020","150020 ACARA",0,2.04591022545931,0,1.86675129272527,0,0,1.85082361650935,0,1.84965966262208,0,0,0,0,0,0,0,0,1.59487089520103
"155","150030","150030 AFUA",2.6605651040281,9.268413247652,3.06475834380459,0,2.81952237291003,5.57429136820982,2.73238974807367,21.6192844016863,5.34787956575218,7.94112975806025,10.4865771812081,10.2925661940663,7.64954867662808,0,2.50563768479078,5.26038926880589,2.64795445518337,4.96943795656711
"156","150034","150034 AGUA AZUL DO NORTE",0,0,0,0,3.95475757336075,0,0,0,0,0,0,0,0,0,0,5.99808061420346,0,0
"157","150040","150040 ALENQUER",0,1.79571900588996,0,0,0,0,1.85065235495512,0,0,0,1.81008579806683,0,0,0,0,2.32298829213901,0,2.6725105564167
"158","150050","150050 ALMEIRIM",0,3.17712470214456,0,0,0,0,2.97956021691198,0,0,0,0,2.92894382285748,0,0,0,0,0,0
"159","150060","150060 ALTAMIRA",0,0,2.02529594637016,1.00933636134242,0,0,0,0,0.922662434721633,0,0.897384125274824,0,0,0,0,0.740373296215952,0.79189730675726,1.46004584543955
